,name,gross_profit_rate201501,gross_profit_rate201502,gross_profit_rate201503,gross_profit_rate201504,gross_profit_rate201601,gross_profit_rate201602,gross_profit_rate201603,gross_profit_rate201604,gross_profit_rate201701,gross_profit_rate201702,gross_profit_rate201703,gross_profit_rate201704,gross_profit_rate201801,gross_profit_rate201802,gross_profit_rate201803,gross_profit_rate201804,gross_profit_rate201901,gross_profit_rate201902,gross_profit_rate201903,gross_profit_rate201904,gross_profit_rate202001,gross_profit_rate202002,gross_profit_rate202003
1110,同花顺,82.7044,80.4286,84.23899999999998,88.26,87.6381,88.3321,90.5805,91.7999,85.1529,88.2244,89.0307,89.9969,84.15100000000002,86.28299999999999,87.5104,89.46700000000001,85.712,86.4456,87.8864,89.6203,84.165,87.7173,87.9759
1111,钢研高纳,34.5667,32.503,30.6645,31.8578,29.5984,31.9979,31.6802,29.3885,28.3933,24.913,21.5788,20.9206,24.64,27.9517,27.5684,29.3599,33.3417,33.1278,32.7709,29.8937,37.8094,35.3849,35.2049
1112,中科电气,45.9058,45.649,43.8127,43.7705,41.309,48.0773,51.9121,48.7388,44.4,40.0565,38.3504,37.6993,34.6341,35.7423,35.9331,38.0184,45.8206,44.8616,43.7616,39.743,37.2149,38.2493,37.7051
1113,新宙邦,28.7824,31.6617,33.7196,35.4473,40.9652,42.7175,39.2911,38.6696,38.7698,37.1759,36.7652,35.5142,32.3292,33.5733,34.0052,34.1949,34.4776,35.6134,35.8674,35.6294,39.2416,39.8436,39.3689
1115,上海凯宝,84.3456,82.8752,82.64,82.0629,81.565,82.1135,81.7906,81.2487,81.4582,81.4693,81.3735,81.4111,84.6363,83.9397,83.3044,82.4312,81.7705,82.1538,82.2479,82.2969,82.1888,81.6435,81.2793
1116,九洲集团,25.8382,25.3869,24.6329,20.0669,23.9613,26.6391,26.5413,23.5161,21.1554,23.119,22.2783,21.9972,31.8504,26.7675,28.397,27.5798,35.3065,44.6417,45.5315,35.7821,29.2581,28.5282,26.4133
1117,朗科科技,14.0745,15.169,14.3786,15.0149,18.8467,16.6415,15.4976,14.5849,10.0001,8.8889,9.2944,11.3161,12.7699,13.1665,11.9332,12.3612,14.8599,13.8779,12.7702,12.5048,13.1765,19.1625,16.6661
1118,星辉娱乐,44.2108,41.363,39.8458,43.1556,44.5903,38.3519,35.2128,33.667,32.1481,33.3967,32.8361,31.8116,38.7189,47.1997,46.4753,45.0901,42.2167,46.5916,51.6783,47.7311,42.0612,32.2693,35.0944
1119,华力创通,57.0044,57.5928,56.1707,50.4368,51.3273,52.2131,50.8705,48.5131,52.0017,49.3595,49.4927,49.2915,40.8415,45.6558,48.3663,44.0753,41.3966,40.4801,40.3616,40.7576,41.5698,37.9127,39.8689
1120,合康新能,36.9698,39.0835,38.2175,39.0295,36.5797,40.1211,39.2786,35.5686,28.5036,25.9417,24.3216,22.431,26.6389,28.8659,28.6501,27.8711,35.9918,32.7447,32.3898,29.2868,28.3543,24.8963,24.1586
1121,世纪鼎利,41.8814,44.5933,45.7345,46.874,42.5854,44.4966,47.5114,45.5329,46.3962,43.1242,44.4312,41.179,39.9743,41.3808,39.8706,40.437,37.5081,32.1867,30.2956,25.6872,26.7886,25.0017,22.2434
1122,三五互联,61.2337,65.8542,66.3441,67.12100000000001,69.84899999999999,72.0607,73.413,72.4064,72.5865,71.1091,70.9865,73.4774,73.5911,71.5532,68.5288,65.7815,63.9209,55.2725,54.2457,52.2541,54.1566,47.0428,50.596
1123,中青宝,57.6395,56.1239,49.9011,43.0766,68.0066,62.0658,65.675,61.697,55.323,53.3875,55.3072,56.0052,57.4905,56.1015,56.6738,58.9115,61.7379,59.1689,56.2039,46.9946,10.4014,10.425,12.8714
1124,欧比特,46.5753,42.8765,42.4332,39.4739,31.2544,35.8322,35.4735,35.456,43.4144,39.9573,40.1691,35.84900000000001,38.259,41.1255,40.1431,36.0225,40.2967,38.8256,39.5936,34.0457,51.5919,45.0396,42.9584
1125,万邦达,35.5515,29.8943,29.2326,28.2457,32.0073,33.0406,31.5771,27.4104,29.4049,27.0193,28.1575,28.5911,37.2578,30.5981,29.918000000000006,26.4068,37.7187,29.4507,29.9234,34.3237,48.4226,36.0202,35.0464
1126,中创环保,32.4684,23.3244,25.5984,28.2849,35.1266,33.0778,34.1288,33.77,26.097,21.7448,21.8561,26.6115,19.0021,18.1872,19.7114,18.4304,11.6779,5.7841,5.3798,14.6678,8.5519,8.5802,8.5532
1127,万顺新材,16.5683,16.5717,15.6494,15.2052,15.4216,15.1362,15.7254,16.2607,14.2069,14.0579,13.6236,13.6033,10.5318,11.5334,12.7221,13.554,10.2936,12.1375,12.1489,12.2602,6.8327,9.1186,8.847000000000003
1128,蓝色光标,29.7247,29.1841,27.7059,27.5508,25.7309,23.8666,23.2861,21.6562,21.486,21.3071,19.5929,18.199,13.0057,12.257,11.4339,11.7207,10.4403,10.4013,9.4918,8.9163,7.9572,6.9606,6.3102
1129,东方财富,79.2302,87.8024,88.3693,88.4789,80.0772,77.7827,74.6412,73.1472,57.4585,58.073,57.3628,64.3097,73.0308,71.5703,71.1227,71.6447,70.2034,72.5253,72.6949,73.5498,75.1497,77.8844,80.6424
1130,旗天科技,28.554,30.0374,30.7388,30.7777,34.3906,34.4508,33.455,41.2978,49.4248,48.7376,50.2745,51.527,43.8928,47.9413,50.219,50.9241,52.3058,57.0248,54.2381,58.7678,57.5588,49.2117,50.7075
1132,中能电气,32.2126,32.4309,31.2939,32.4759,26.6935,29.0586,30.8301,33.1892,40.725,34.3637,34.863,32.5215,34.0698,29.4802,28.7586,29.596,24.4267,27.1436,24.6631,25.9522,21.5019,27.2577,26.3492
1133,天龙集团,18.9025,19.2847,20.8498,17.4841,11.6792,11.2136,11.1826,11.5967,9.2587,9.1778,8.7237,9.2759,6.8544,8.1716,7.8327,7.7087,8.2417,7.1675,6.5734,6.4477,4.6257,5.4169,5.2805
1134,海兰信,37.2858,36.3635,34.0845,33.7769,42.7486,45.1431,44.0006,39.256,48.7763,46.5798,47.2394,40.6122,46.5616,40.5624,40.268,39.7388,40.9897,40.7332,38.7007,36.1969,23.7655,32.4412,36.8912
1135,三川智慧,31.9058,33.3372,33.8915,34.8687,37.858,38.8175,38.9366,38.5344,35.6874,34.5983,33.9514,34.5662,32.636,31.7464,33.6575,33.9134,33.4244,36.2385,36.8836,37.58,33.9032,36.8267,37.3381
1136,南都电源,14.4011,16.0803,14.6133,15.0936,16.3285,15.922,15.7907,17.6305,14.263,13.3525,14.9336,14.7396,13.534,14.5506,14.8067,14.1454,15.8991,11.8084,11.4897,13.5447,16.0479,12.4135,12.8352
1140,碧水源,30.633000000000006,37.2569,36.7263,41.2047,23.7426,25.5232,28.3201,31.3886,25.5381,27.197,25.9942,28.9639,26.5521,34.4365,32.8619,29.8139,29.1532,28.2345,26.9402,30.8651,36.732,33.6531,31.631
1141,华谊嘉信,17.8398,18.4058,19.1306,17.84,15.7362,16.9025,17.6241,18.6803,18.3935,18.7664,20.6154,18.978,23.3023,19.888,19.8551,16.2659,18.9366,20.4184,22.4154,24.0576,30.1708,35.0997,33.1597
1142,三聚环保,38.7764,37.2496,33.891,32.5315,26.3479,24.7026,22.1683,17.7328,15.6173,18.0724,18.7334,18.4518,25.7096,23.2488,22.6311,20.6218,11.3046,10.1737,9.1023,11.9857,9.4042,13.054,12.6868
1143,当升科技,3.8823,3.4778,5.2782,8.3401,15.6008,14.871,16.2148,16.9645,18.7539,17.7024,17.3775,18.5476,14.2065,13.9461,15.9189,18.269,16.94,18.2023,18.8774,19.6871,17.5425,19.0936,19.6025
1144,华平股份,50.4415,57.0601,55.6237,56.1319,57.5582,61.785,57.7503,51.7883,49.1237,48.9235,50.841,49.2423,41.0463,42.5769,40.4641,36.724,43.6315,43.5732,41.2322,38.7813,40.2552,43.25,45.0248
1145,数字政通,45.2715,38.6991,37.2101,39.4387,44.9903,44.0184,45.7274,36.5154,44.3874,43.7012,39.9101,35.1527,43.0783,40.5838,38.1961,28.7523,37.3376,38.3018,37.3174,32.9108,38.3113,39.23,37.4005
1146,GQY视讯,41.1855,40.6671,38.3455,37.8411,37.6693,33.2904,31.352,28.5729,22.1933,37.6519,35.6544,31.5541,70.994,52.93600000000001,47.4001,46.5886,36.5818,31.339,31.929,39.6278,43.5912,29.6575,30.5389
1147,国民技术,34.7286,34.7956,33.8394,35.6466,36.7993,37.5455,33.9583,32.0972,26.2949,29.3967,26.947,29.0004,30.8812,34.3428,33.1398,35.0559,34.1027,27.8682,26.9406,24.7868,52.2641,45.9781,46.6526
1148,易成新能,22.1428,22.754,21.5537,21.759,19.0771,19.343,20.6149,22.4947,33.5285,23.347,15.4297,17.2502,18.9653,16.2801,15.1278,14.128,16.3448,15.8145,37.5133,35.65,8.4814,12.4599,17.0495
1149,恒信东方,25.7647,32.6621,32.5807,34.8691,49.5556,42.9664,42.4737,50.0734,42.8621,43.3625,43.3747,40.9924,33.2877,36.6006,38.4868,45.7752,49.5379,45.0001,44.0027,40.21,18.8842,22.3518,22.7041
1151,奥克股份,8.9438,8.8943,4.1445,4.6778,4.9127,7.9276,8.8602,9.6203,9.0808,7.5819,9.0297,10.2439,8.3445,9.4071,10.0049,10.826,9.5333,10.1004,11.4001,11.9001,12.5816,14.2472,15.4732
1152,创世纪,11.0553,10.9496,12.5616,12.7354,20.3608,22.6696,22.256,23.222,23.2308,27.3877,27.2949,26.5685,17.8993,18.1884,15.3701,12.5412,13.3058,13.3805,11.5627,11.7482,29.7983,25.8682,27.8913
1153,海默科技,36.2072,30.3934,27.9725,30.0137,28.6303,32.7729,34.1324,32.7017,31.6956,32.3736,32.3877,39.1591,34.7217,34.1463,35.7661,42.9657,32.5663,33.2876,33.4088,40.4656,33.8785,20.7955,27.0891
1154,银之杰,44.3389,41.0479,44.4206,43.8407,36.9657,37.4448,39.5715,39.2419,36.4142,35.528,35.7053,33.2884,33.7551,34.6623,32.7563,31.9622,31.937,29.8685,30.9643,31.4647,27.5036,26.5488,24.2035
1155,康芝药业,44.3691,53.7669,53.0808,49.8721,39.7843,38.8968,39.5778,41.5401,37.863,41.3245,41.2489,42.4897,44.6609,45.3398,45.7496,44.6613,47.2709,47.1365,47.1278,48.2735,44.5414,48.4617,49.5516
1156,荃银高科,40.8905,39.4898,35.4358,38.1801,38.9743,40.3225,38.762,35.9416,33.4282,42.2299,39.2819,40.8296,38.836,38.7938,35.6041,43.1084,38.8224,40.8127,33.7326,37.7363,28.5834,18.7807,18.2371
1157,长信科技,12.8566,11.9835,11.3807,12.3814,9.5754,8.9476,9.8519,9.275,6.9152,8.2445,9.2212,9.9832,14.1373,14.6405,15.6548,15.065,20.9835,24.8817,26.4353,26.7993,25.7672,27.5642,27.9501
1158,文化长城,27.8664,29.2405,29.7959,28.0613,28.5637,27.8031,31.6223,36.0589,35.2433,41.5841,48.5891,49.7214,42.345,44.3844,48.6575,51.2427,42.6136,42.7305,46.3189,47.21100000000001,20.516,31.7284,36.6419
1159,金通灵,24.6246,25.2247,24.3335,26.3554,30.8184,29.3197,29.7958,28.1105,27.7725,28.5422,25.358,26.2543,25.261,23.4524,22.5209,21.978,24.3598,25.6288,26.6247,25.1139,26.5829,24.1604,23.7302
1160,科新机电,20.8244,18.502,18.204,14.5377,12.3072,20.9148,19.4376,22.0999,17.3271,19.7271,20.0575,21.6649,17.9586,17.8937,18.4759,20.2178,27.2902,27.2123,28.5448,26.8763,34.0953,30.4624,30.1666
1161,金刚玻璃,39.3012,36.2573,35.1118,36.8248,39.276,38.9487,35.959,31.6656,31.3917,37.0818,34.9288,31.0623,34.8621,35.9829,37.332,29.674,33.0352,37.523,34.2736,21.1822,14.0149,28.8611,26.7868
1162,国联水产,7.8993,7.1221,8.4935,10.5245,12.3729,11.0823,12.2966,12.755999999999998,12.2626,13.9827,12.9292,13.6668,11.6388,12.5125,13.0089,13.8043,11.7671,11.9886,13.0261,13.3993,11.6343,10.3909,10.3713
1164,华伍股份,29.8552,37.3082,37.9031,37.0434,39.4447,35.6805,36.9493,36.7165,33.7749,33.7864,34.1257,35.071,38.0186,33.7686,33.2059,34.8792,30.3978,36.1141,37.4016,39.537,38.5087,43.2728,43.0606
1165,易联众,49.2691,50.5778,53.3174,48.7402,50.2653,49.478,47.4888,46.482,56.5684,45.0519,47.8174,48.4827,56.905,46.4835,46.5247,52.8696,58.0567,52.499,52.1596,51.547,40.4367,41.6274,41.7482
1166,智云股份,24.8271,32.6077,29.9928,33.2318,50.3593,42.2605,36.6725,33.4764,48.2172,47.8153,51.7387,46.3353,39.6272,39.7609,39.5866,38.0245,22.9747,18.7024,21.7528,17.5533,29.7948,24.7822,25.8785
1167,精准信息,60.7763,55.1708,54.9764,53.4888,77.0712,62.2912,57.6938,53.4301,57.3976,53.6389,56.3376,52.6412,48.8186,52.7531,54.7725,50.9146,50.0429,51.8874,50.4414,46.8558,49.1334,34.6442,36.7538
1168,振芯科技,51.7284,50.4329,50.2418,53.4639,49.291,55.7658,53.9276,53.3393,54.9737,56.2096,57.6081,49.9422,54.7829,54.35,46.379,47.4657,37.0799,43.7753,41.3122,50.3536,50.5947,50.40600000000001,55.7715
1170,达刚控股,19.7524,33.3333,29.3181,28.3854,27.8743,28.7524,25.6476,25.2021,26.1107,25.1809,26.8315,27.3108,21.4894,26.0001,26.4183,26.8305,26.3378,18.539,19.2505,18.6823,12.7911,18.6149,18.8263
1171,建新股份,19.4388,18.4998,18.7773,19.628,16.0543,20.938,21.9788,20.4972,18.9519,25.4797,26.9509,33.2468,59.9459,63.4614,63.9953,63.785,55.4458,55.458,53.205,49.7833,29.3541,29.6547,24.5299
1173,新开源,40.5271,40.3939,40.4279,42.2931,44.0254,44.5646,45.3829,44.7142,47.1799,48.5849,48.1179,47.4719,44.6369,46.6683,45.6387,45.3308,45.5913,44.8019,47.073,47.643,45.5683,45.1559,46.5612
1174,顺网科技,75.7143,79.1987,79.5732,78.6503,82.4895,82.5186,79.9234,75.2155,80.5338,77.0558,75.6922,70.0165,64.4414,63.0079,66.0243,64.1727,71.0811,69.2741,68.6321,65.4518,70.7142,68.7508,62.0226
1175,长盈精密,28.4535,29.5414,28.5204,28.2233,27.8772,29.1999,29.0952,27.9597,26.7792,26.5084,25.0261,24.0954,23.2254,22.0106,20.7238,19.9379,24.9955,23.8912,22.9559,21.3867,22.0395,25.6683,27.5366
1177,嘉寓股份,16.8598,16.6774,15.7232,16.1751,14.6989,16.3459,14.6719,14.4715,19.4353,17.2074,17.2631,16.4482,15.3071,13.0524,13.4331,15.8469,14.5679,16.8629,16.262,16.6788,8.6555,10.4509,13.5731
1178,东方日升,19.9831,22.9746,23.2698,21.8392,20.2465,20.8241,22.3269,20.5622,18.9278,17.2837,18.3163,16.9242,14.5616,14.2793,16.4615,18.1097,17.4632,18.5219,20.0388,20.9212,20.8257,19.6861,21.0692
1180,瑞普生物,60.5645,59.7943,58.7564,58.7313,52.9634,54.8833,56.2968,57.3536,55.4147,54.8063,53.7828,53.0141,47.5285,48.3517,48.6556,50.1126,50.2015,50.4269,51.713,52.3273,56.9598,56.4267,56.3054
1182,经纬辉开,9.195,9.7801,9.411,9.0082,11.1026,10.5836,11.2228,12.8069,13.9846,14.3824,13.9726,18.1527,21.6686,21.1737,21.3017,22.5233,19.9676,19.7403,19.2064,20.611,16.9937,15.1054,14.5214
1183,阳谷华泰,23.669,23.9165,24.1346,24.1739,25.4893,27.5597,29.2719,28.2783,27.4707,28.8495,29.0054,28.3468,36.2965,35.6378,36.3453,32.5399,26.9014,25.5754,24.8481,24.1259,23.3052,25.1268,23.8788
1184,智飞生物,59.9562,70.8191,76.6742,80.1099,93.1638,91.0129,92.7273,92.1025,93.8213,92.2613,87.978,78.544,54.9615,59.1991,56.8685,54.7668,39.876,41.1694,41.9409,42.0456,37.0863,38.472,40.0197
1185,亚光科技,21.5303,22.5412,23.3376,27.7097,21.8283,24.7075,25.174,23.2788,16.2401,25.523000000000003,27.4982,28.6199,30.2205,25.6269,28.3224,34.173,32.2712,29.9174,27.7195,24.7099,22.4619,29.0282,29.6885
1186,聆达股份,29.2004,23.6493,18.9897,21.6091,14.4657,17.9581,23.3581,18.5828,24.1603,34.1967,40.5782,34.9603,23.9047,28.4686,33.7751,28.9389,33.5955,39.9419,49.8648,54.2617,59.4759,58.5431,59.1084
1187,锐奇股份,19.1229,19.5499,18.3053,17.9677,24.1114,23.3843,23.9754,20.8138,16.9607,18.1241,17.7186,17.7486,11.883,10.6824,10.6889,11.0267,14.5433,17.3447,18.6252,21.123,16.8053,19.3559,19.7784
1188,锦富技术,6.0813,8.6012,8.9434,9.974,7.8802,8.3433,11.4297,12.9203,10.3833,11.3405,12.2094,12.7801,10.106,10.4899,10.9758,8.7771,15.3136,14.3273,14.9537,15.7176,12.2058,15.5043,16.529
1189,新国都,38.5198,38.1518,35.9248,37.7368,39.9683,39.3981,41.7562,43.4846,39.8349,39.7445,39.6262,38.6886,32.3732,30.5609,32.9109,31.9865,29.8007,28.1815,26.7854,28.127,26.3142,26.2298,26.561
1190,英唐智控,17.2026,22.8705,9.7553,10.2512,11.3366,9.9606,8.8219,9.8955,8.1143,7.4433,7.1868,8.5919,6.0249,7.2777,7.5219,7.6587,8.8265,8.828,8.0497,7.4024,5.0145,5.1396,5.3417
1192,大富科技,28.0337,23.0412,21.9008,21.415,22.6662,22.2304,21.436,22.0726,18.4957,15.1953,11.9793,12.3473,20.0385,15.3779,13.6633,13.9218,19.6364,21.5068,21.2414,21.7065,19.2407,21.6119,21.2769
1193,宝利国际,9.7083,15.4092,15.1207,11.2349,8.5648,16.6072,14.928,14.4399,4.0387,6.5765,9.8171,12.386,13.3963,13.7331,14.2337,14.8885,6.6761,13.345,13.1146,12.7025,15.515,10.7377,12.3201
1194,信维通信,26.9768,28.6145,29.214,29.998,35.2823,34.2291,34.0283,29.1392,29.6922,31.1966,37.3976,36.4284,37.31800000000001,37.7735,39.032,36.5115,36.5306,34.6219,39.1127,37.3458,24.0276,30.1687,34.4153
1195,先河环保,47.6314,44.4259,47.0818,49.2966,46.5312,45.6319,48.4766,49.6269,47.1311,48.4159,51.9419,51.4355,47.8935,49.3304,53.4182,50.3677,52.0852,46.5397,49.0817,49.0649,52.9748,50.4183,50.8342
1196,晨光生物,9.7566,13.2167,12.7052,13.4784,13.1686,12.9026,14.3288,14.5842,15.4156,16.3702,13.8503,12.8275,17.5972,17.3886,15.2359,14.2904,18.8376,18.3159,18.4901,17.8033,22.8292,21.0702,20.8796
1198,和顺电气,26.8128,25.4654,22.4304,24.1063,32.8553,33.5047,28.3958,32.486999999999995,22.4898,21.9443,22.2936,24.0251,23.4299,19.8743,19.7617,18.335,14.9205,17.3532,19.43,22.544,24.3348,22.2277,21.5079
1199,沃森生物,40.6919,44.7465,43.8024,42.854,40.8332,39.7028,44.9529,52.5015,55.837,61.9966,64.3349,67.7757,78.206,80.0428,80.2029,80.3946,76.0883,78.7924,79.6688,79.7455,65.1948,79.1476,86.288
1200,盈康生命,31.1194,25.4348,27.7222,31.1975,43.3083,38.0321,40.3323,40.2267,75.6905,66.4642,64.0018,56.8972,57.6399,48.5536,47.9045,45.45,36.7781,46.112,48.6341,40.0394,26.3696,44.6242,39.4816
1201,宋城演艺,64.7446,72.8873,72.9863,65.6499,61.9258,63.9587,66.1481,61.6453,61.4615,63.6382,66.0486,63.1916,67.9745,67.9033,70.1844,66.42699999999999,69.7723,69.7081,73.3427,71.3913,76.3289,77.0928,65.3388
1203,中金环境,38.0702,39.5557,40.1939,41.8956,42.2188,42.7827,43.881,45.3216,46.3416,45.3755,44.6506,44.668,39.3183,38.2971,38.9858,38.5641,37.2249,39.827,38.9516,38.0378,31.2647,37.0624,37.1395
1204,汤臣倍健,64.8919,66.8366,66.5689,66.2755,64.3836,65.2439,65.3461,64.3987,64.9402,66.9287,66.7666,67.0777,67.6095,69.1956,69.1043,67.6627,67.2239,68.0103,67.3211,65.7779,67.3761,65.4853,65.4122
1205,天舟文化,70.984,57.6594,65.15,56.6823,66.7578,61.0605,65.8758,61.4794,72.5328,63.7805,61.8372,53.043,55.5735,43.7244,43.0012,38.6414,45.4822,41.4774,44.2478,40.6712,47.1713,44.9119,42.9178
1209,睿智医药,47.4797,45.3382,45.5578,48.9715,52.6844,52.94600000000001,51.5976,50.5106,46.6103,46.1857,45.846,45.6177,48.3216,46.0974,42.9271,42.8326,37.5717,37.8432,38.0337,38.1835,24.4516,33.7283,35.7402
1210,昌红科技,21.4132,20.4428,20.3401,21.2255,23.8649,25.1989,25.4518,25.9867,24.1845,25.51,25.544,26.702,26.1836,24.1513,24.4402,25.0824,26.0942,25.7703,25.9609,26.4744,21.39,38.2463,37.5562
1211,科融环境,31.4146,29.9395,28.1154,25.0295,24.8144,27.5832,24.2029,13.7397,25.8776,25.1142,22.0277,20.8473,13.4494,23.8144,17.6207,14.0745,19.6073,23.0794,22.6835,27.0039,19.5564,24.2396,26.1298
1212,科泰电源,21.5351,21.8127,21.6763,21.3998,26.8551,23.2231,21.6871,19.6005,25.4626,22.1931,19.5442,19.6952,16.5401,16.5462,16.7963,17.762,24.8278,18.4764,18.5487,20.0924,14.9488,17.3699,14.1822
1213,瑞凌股份,28.1109,28.6652,28.1176,27.8296,26.8156,27.8093,28.0518,28.6699,30.935,31.5461,31.4012,31.8848,32.9584,31.0479,32.0293,32.6728,31.3577,33.9781,33.6318,33.5418,30.111,32.1106,29.6044
1214,安居宝,40.0193,36.6783,39.1842,39.4629,34.3481,40.3407,40.5794,39.4087,34.2363,35.6305,35.3577,34.5563,36.0724,33.9809,36.5129,35.0604,38.0389,39.1521,38.431,39.9972,44.7758,39.27,39.9995
1215,振东制药,40.1457,43.7646,41.5321,45.6593,33.9319,41.1882,42.5131,44.4074,41.5754,46.5042,53.0429,57.99100000000001,64.4089,63.8977,64.1185,65.5572,62.3233,64.4599,64.9823,64.7875,60.3627,62.2511,62.7419
1217,新研股份,39.1397,35.3515,34.1159,37.4892,42.1033,37.3908,36.1416,33.2575,31.9292,41.1994,42.2605,43.2386,26.4173,33.4237,33.1675,32.7528,12.4253,38.2329,38.3605,26.6897,30.9148,31.1045,30.2034
1218,秀强股份,29.1283,29.6848,27.458,26.7972,28.0376,29.0344,29.0022,30.1765,35.5781,34.4097,32.5641,31.6729,28.3004,29.5191,28.9254,29.1899,32.8409,33.708,33.7946,33.2269,34.7037,35.095,34.647
1219,华中数控,27.3228,31.6053,32.8478,31.588,30.4326,30.4301,30.6104,33.1136,33.1194,33.6347,32.0842,32.9719,31.9172,32.5608,32.6445,34.2098,32.3654,34.579,34.5821,39.2047,56.6009,44.4737,38.7771
1220,雷曼光电,34.5481,34.398,36.0518,34.9981,35.4532,33.9588,34.2439,34.9353,31.5542,31.8247,30.9061,29.8432,21.4272,21.3152,22.5707,23.4157,23.7064,23.6692,25.3045,26.6883,26.9534,25.1024,25.0787
1221,先锋新材,44.4922,46.2911,47.8145,47.3797,44.9581,47.4572,48.2679,48.0118,44.1942,44.7392,38.0632,43.2609,44.4334,41.6184,41.6455,41.0712,43.4137,45.5249,41.7599,39.8245,29.7217,20.6417,20.2258
1222,通源石油,64.0737,54.4225,53.5807,48.7895,40.862,45.5423,46.0494,45.679,38.0155,41.9204,44.3136,38.4025,39.6827,56.9652,57.5762,36.3594,30.8308,36.2272,37.8616,34.8571,27.5771,24.1959,21.0181
1223,天瑞仪器,63.32,60.4886,59.3746,55.5267,56.8995,55.6652,53.7295,49.7941,54.3646,55.5122,54.5044,46.9584,43.4673,45.8658,45.7605,44.2745,52.9216,50.7025,49.1827,50.095,51.631,50.2247,46.9973
1224,东方国信,48.4221,47.2585,47.3365,47.044,50.356,42.0447,44.6976,46.2879,50.4981,45.923,45.8641,49.7654,46.2977,45.033,46.2566,49.3523,50.4663,48.6751,50.069,51.1416,49.1512,45.4974,45.0947
1225,迪威迅,57.3319,41.9291,36.031,43.1852,24.1543,33.4917,34.4768,36.8841,30.7945,29.8812,31.193,27.6385,18.1143,21.0298,21.091,21.618,28.9046,29.2785,29.85,27.0072,28.987,26.714,29.6182
1226,万达信息,34.7808,34.5381,35.2784,39.8852,41.4286,39.3421,39.235,38.9423,44.9242,37.6812,39.3792,38.5482,47.3214,38.1223,40.3064,44.4956,46.5377,37.9141,38.3959,22.8623,24.8004,28.303,26.5998
1228,天晟新材,25.2109,27.9094,28.0711,29.0419,24.2485,27.5818,27.304,28.5366,26.0351,27.4416,27.5676,28.1359,30.96,25.9379,24.2962,25.7701,25.5859,28.3255,26.6236,23.8163,20.056,18.2731,18.7509
1229,汉得信息,36.551,41.6011,41.392,40.1125,35.5418,35.5356,35.0478,39.1872,35.0842,36.4281,34.9864,37.601,34.2666,36.2708,34.7797,35.7556,33.4465,34.4604,28.5516,30.5946,23.152,29.2417,30.5336
1230,东富龙,48.234,47.1751,46.5549,44.3806,44.5128,43.3351,44.7607,41.7665,38.0153,39.0182,37.3286,34.5721,34.6495,33.2594,31.5382,30.7487,34.9718,32.4796,30.8703,33.1054,35.8216,36.7451,37.7403
1231,中电环保,32.3141,32.6512,32.1783,31.9519,28.1373,34.5276,33.9822,33.4671,25.403,30.733,30.4497,30.8263,31.1492,34.02,34.5629,33.4615,34.9882,34.6003,31.7664,29.7051,33.2362,33.8115,32.5815
1232,元力股份,18.601,18.1123,18.5173,18.3756,15.8276,17.8322,20.291,22.4496,31.7041,31.2341,30.3751,29.5697,25.6154,24.1545,26.7843,25.9457,19.6965,21.9027,23.6219,24.7683,26.2187,27.6258,28.2227
1233,朗源股份,12.8686,15.1169,12.6235,14.407,16.8179,15.3191,14.451,12.111,7.0944,8.8827,10.1529,9.8091,6.8607,13.3563,12.982,13.8325,32.1703,33.0449,29.1452,24.3889,23.3909,19.2003,17.7072
1241,中海达,41.2407,40.4225,40.3073,40.492,40.4467,40.3671,40.6265,44.3248,42.375,46.7146,48.5447,50.8065,49.0225,49.9593,50.5843,52.3521,50.7652,48.8112,49.5589,46.6883,45.3057,48.4581,46.2387
1242,腾邦国际,70.436,55.5192,51.3916,34.1423,55.4668,50.088,48.246,41.131,24.2285,22.3181,18.857,20.5316,19.0951,19.3907,17.399,15.554,18.682,18.4506,12.0471,1.6894,0.4291,6.8084,6.9699
1243,佐力药业,73.0758,73.7218,72.2058,68.6459,61.2328,63.7819,61.1268,59.5165,55.4994,56.8936,55.5827,55.3931,64.0357,65.5788,63.968,62.3807,63.1699,64.2394,64.9627,65.7829,67.7031,68.5815,70.0219
1244,捷成股份,33.2929,32.2957,34.5015,36.6984,40.3166,45.1153,43.4619,44.0091,43.7935,43.0904,40.3514,41.8339,34.2763,38.2032,36.445,33.6151,30.695,30.429,27.0667,24.486,23.1329,31.4027,31.1012
1245,东软载波,52.1593,51.9599,55.74800000000001,56.7059,62.8843,63.2003,63.5613,63.6582,60.44600000000001,59.7442,57.2143,56.0009,55.6836,48.9359,48.7873,50.2253,51.3428,47.7857,48.9376,50.9173,50.7778,50.559,49.4768
1246,力源信息,17.4614,15.4958,15.7742,15.2916,11.7841,12.1815,12.0747,11.6005,9.7315,7.2296,7.6173,7.8412,8.2841,7.6696,7.3876,7.6153,5.747000000000001,5.4852,5.0728,5.4287,5.2231,5.3251,5.1160000000000005
1247,通裕重工,18.571,21.0723,21.4621,23.0659,20.1877,27.1881,26.6083,26.5166,19.0091,22.8127,21.5994,23.3816,21.8452,22.4295,22.5592,23.2142,23.436,26.397,25.7824,25.9081,20.8721,25.3993,25.9838
1251,永清环保,17.0001,19.7834,21.3871,23.2423,23.6271,20.1296,20.1455,23.7592,20.693,19.0803,21.5334,25.5201,30.9492,23.6033,19.8878,20.6231,28.9403,24.8867,25.087,25.8734,38.4879,33.4751,28.6674
